9.639 345536.0 625640.0 4.0 0.0 "m"
20.202 412096.0 692856.0 66560.0 67216.0 "E"
30.77 519040.0 799676.0 106944.0 106820.0 "H_demag"
38.03 543256.0 823188.0 24216.0 23512.0 "scalar"
54.388 643308.0 924412.0 100052.0 101224.0 "prelude"
55.004 643316.0 924412.0 8.0 0.0 "par_start"
55.004 643324.0 924412.0 8.0 0.0 "par_iparams"
55.038 643332.0 924412.0 8.0 0.0 "par_mwes"
55.606 643332.0 924412.0 0.0 0.0 "par_mwes - checked heap"
58.62 653612.0 934668.0 10280.0 10256.0 "par_vectors"
87.327 753388.0 1031804.0 99776.0 97136.0 "par_sparse_matrices"
156.441 1156252.0 1434560.0 402864.0 402756.0 "par_dense_matrices"
174.306 1228756.0 1506820.0 72504.0 72260.0 "par_ksps"
176.416 1228756.0 1506820.0 0.0 0.0 "par_swexs"
176.416 1228756.0 1506820.0 0.0 0.0 "par_jplans"
176.426 1228760.0 1506820.0 4.0 0.0 "par_compiled"
177.12 1238204.0 1522528.0 9444.0 15708.0 "par_timesteppers"
177.121 1238204.0 1522528.0 0.0 0.0 "par_final"
177.268284 1238872.0 1523196.0 668.0 668.0 "just after creating lam"
177.269074 1238872.0 1523196.0 0.0 0.0 "End of load_mesh"
177.288434 1238900.0 1523196.0 28.0 0.0 "Beginning of advance_time"
181.62359 1264044.0 1759756.0 25144.0 236560.0 "Beginning of advance_time"
182.306 1269420.0 1882156.0 5376.0 122400.0 "jacobi_before"
184.973 1315092.0 1806336.0 45672.0 -75820.0 "jacobi_after"
201.698598 1418696.0 1905852.0 103604.0 99516.0 "end of advance_time"
202.379978 1418696.0 1905852.0 0.0 0.0 "Beginning of advance_time"
212.294009 1419360.0 1905852.0 664.0 0.0 "end of advance_time"
212.976262 1419360.0 1905852.0 0.0 0.0 "Beginning of advance_time"
219.147614 1419364.0 1905852.0 4.0 0.0 "end of advance_time"
219.836804 1419364.0 1905852.0 0.0 0.0 "Beginning of advance_time"
228.433208 1419476.0 1905852.0 112.0 0.0 "end of advance_time"
229.130972 1419476.0 1905852.0 0.0 0.0 "Beginning of advance_time"
237.863118 1419476.0 1905852.0 0.0 0.0 "end of advance_time"
238.548969 1419476.0 1905852.0 0.0 0.0 "Beginning of advance_time"
246.93365 1419476.0 1905852.0 0.0 0.0 "end of advance_time"
247.623798 1419476.0 1905852.0 0.0 0.0 "Beginning of advance_time"
252.457769 1419476.0 1905852.0 0.0 0.0 "end of advance_time"
253.138172 1419476.0 1905852.0 0.0 0.0 "Beginning of advance_time"
261.322077 1419476.0 1905852.0 0.0 0.0 "end of advance_time"
262.006844 1419476.0 1905852.0 0.0 0.0 "Beginning of advance_time"
266.629713 1419476.0 1905852.0 0.0 0.0 "end of advance_time"
